Product_Name,Total,Selling_Price,Offer,Ratings,Description
"realme C53 (Champion Gold, 128 GB)","₹11,999","₹9,999",16% off,N/A,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB 17.12 cm (6.74 inch) HD Display 108MP + 2MP | 8MP Front Camera 5000 mAh Battery T612 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"LAVA Blaze (Glass Red, 64 GB)","₹11,499","₹8,999",21% off,4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery MediaTek G37 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"realme C53 (Champion Black, 128 GB)","₹11,999","₹9,999",16% off,N/A,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB 17.12 cm (6.74 inch) HD Display 108MP + 2MP | 8MP Front Camera 5000 mAh Battery T612 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme C53 (Champion Gold, 128 GB)","₹11,999","₹9,999",16% off,N/A,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB 17.12 cm (6.74 inch) HD Display 108MP + 2MP | 8MP Front Camera 5000 mAh Battery T612 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI A2 (Sea Green, 64 GB)",N/A,N/A,N/A,4.1,4 GB RAM | 64 GB ROM 16.56 cm (6.52 inch) Display 8MP Rear Camera 5000 mAh Battery 2 year on phone domestic
"Nokia C32 (MINT, 64 GB)","₹10,499","₹9,149",12% off,3.7,4 GB RAM | 64 GB ROM 16.56 cm (6.52 inch) HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery IMG8322 Processor 12 Months
"REDMI A2+ (?Aqua Blue, 64 GB)","₹11,999","₹8,150",32% off,4.1,4 GB RAM | 64 GB ROM 16.56 cm (6.52 inch) Display 8MP Rear Camera 5000 mAh Battery 2 year domestic
"Lenovo A6 Note (Blue, 32 GB)",N/A,"₹9,999",N/A,4.2,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.5 cm (6.102 inch) HD+ Display 13MP + 2MP | 5MP Front Camera 4000 mAh Battery MediaTek P22 Octa Core Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"MOTOROLA G8 Power Lite (Arctic Blue, 64 GB)",N/A,"₹9,999",N/A,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 16MP + 2MP + 2MP | 8MP Front Camera 5000 mAh Lithium-ion Battery MediaTek Helio P35 Processor 1 Year for Handset and 6 Months for In-box Accessories
"OPPO A3s (Red, 16 GB)",N/A,"₹9,990",N/A,4.4,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB 15.75 cm (6.2 inch) HD+ Display 13MP + 2MP | 8MP Front Camera 4230 mAh Battery Qualcomm Snapdragon 450 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"SAMSUNG Galaxy J6 (Black, 64 GB)","₹12,900","₹9,999",22% off,4.5,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 14.22 cm (5.6 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 3000 mAh Battery Exynos 7870 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Tecno Spark Power 2 Air (Cosmic Shine, 32 GB)",N/A,"₹9,999",N/A,4.3,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 17.78 cm (7 inch) HD+ Display 13MP + 2MP + 2MP + AI Lens Quad AI Camera | 8MP Front Camera 6000 mAh Lithium-ion Polymer Battery MediaTek Helio A22 Quad Core Processor 12 + 1 Months Warranty
"REDMI 10A (Slate Grey, 32 GB)","₹9,999","₹9,599",4% off,4.1,3 GB RAM | 32 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Brand Warranty
"ASUS Zenfone Max (Blue, 32 GB)",N/A,"₹9,999",N/A,4.1,2 GB RAM | 32 GB ROM | Expandable Upto 64 GB 13.97 cm (5.5 inch) HD Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Battery Qualcomm Snapdragon 615 Processor Brand Warranty of 1 Year
"SAMSUNG Galaxy J6 (Blue, 64 GB)","₹12,900","₹9,999",22% off,4.5,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 14.22 cm (5.6 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 3000 mAh Battery Exynos 7870 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Nokia C32 (Beach Pink, 128 GB)","₹10,999","₹9,999",9% off,3.7,4 GB RAM | 128 GB ROM 16.55 cm (6.517 inch) Display 50MP Rear Camera | 2MP Front Camera 5000 mAh Battery SC9863A1 Processor 1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase
"vivo Y01 (Sapphire Blue, 32 GB)","₹11,999","₹9,999",16% off,4.2,2 GB RAM | 32 GB ROM 16.54 cm (6.51 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Battery Mediatek Helio P35 Processor 1 Year on Handset and 6 Months on Accessories
"LAVA Blaze 2 (Glass Black, 128 GB)","₹10,999","₹9,859",10% off,N/A,6 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Handset Warranty and 6 Months Warranty on Accessories
"LAVA Blaze 2 (Glass Blue, 128 GB)","₹10,999","₹9,839",10% off,N/A,6 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Handset Warranty and 6 Months Warranty on Accessories
"Nokia C32 (Mint, 64 GB)",N/A,"₹8,999",N/A,3.7,4 GB RAM | 64 GB ROM 16.56 cm (6.52 inch) Display 50MP Rear Camera 5000 mAh Battery 1-year warranty
"LAVA Z6 (Aqua Blue, 64 GB)","₹11,249","₹8,888",20% off,4,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.55 cm (6.517 inch) HD+ Display 13MP + 5MP + 2MP | 16MP Front Camera 5000 mAh Li-Polymer Battery MediaTek Helio G35 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"Infinix S4 (Nebula Blue, 32 GB)",N/A,"₹9,999",N/A,4.2,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.77 cm (6.21 inch) HD+ Display 13MP + 2MP Depth Sensor + 8MP Wide Angle sensor | 32MP Front Camera 4000 mAh Battery 2.0 GHz Helio P22 64-bit Octa Core Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Lenovo K9 (Black, 32 GB)",N/A,"₹9,999",N/A,4.2,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 14.48 cm (5.7 inch) HD+ Display 13MP + 5MP | 13MP + 5MP Dual Front Camera 3000 mAh Battery MediaTek P22 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Intex Elyt E7,N/A,"₹9,499",N/A,3.8,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB 13.21 cm (5.2 inch) HD Display 13MP Rear Camera | 5MP Front Camera 4020 mAh Battery Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Infinix S5 Lite (Quetzal Cyan, 64 GB)",N/A,"₹9,999",N/A,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.76 cm (6.6 inch) HD+ Display 16MP + 2MP + Low Light Sensor | 16MP Front Camera 4000 mAh Li-ion Polymer Battery Helio P22 (MTK6762) Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Infinix S5 Lite (Violet, 64 GB)",N/A,"₹9,999",N/A,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.76 cm (6.6 inch) HD+ Display 16MP + 2MP + Low Light Sensor | 16MP Front Camera 4000 mAh Li-ion Polymer Battery Helio P22 (MTK6762) Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"I Kall K570 (Pink, 64 GB)",N/A,"₹9,999",N/A,3.3,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera | 8MP Front Camera 4000 mAh Battery Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Moto E4 Plus (Oxford Blue, 32 GB)","₹10,999","₹9,999",9% off,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB 13.97 cm (5.5 inch) HD Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Li-Ion Polymer Battery MediaTek MTK6737 1.3GHz Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"GIONEE F9 Plus (Black, 32 GB)",N/A,"₹9,490",N/A,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.9 cm (6.26 inch) HD+ Display 13MP + 2MP | 13MP Front Camera 4050 mAh Battery Spreadtrum Processor Brand Warranty of 1 Year Available for Mobile
"ASUS ZenFone Max M1 (Gold, 32 GB)",N/A,"₹9,599",N/A,4.2,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 13.84 cm (5.45 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 4000 mAh Battery Qualcomm Snapdragon 430 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Moto E4 Plus (Fine Gold, 32 GB)","₹10,999","₹9,999",9% off,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB 13.97 cm (5.5 inch) HD Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Li-Ion Polymer Battery MediaTek MTK6737 1.3GHz Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Moto E4 Plus (Iron Gray, 32 GB)",N/A,"₹9,999",N/A,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB 13.97 cm (5.5 inch) HD Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Li-Ion Polymer Battery MediaTek MTK6737 1.3GHz Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Nokia C32 (Mint, 128 GB)","₹10,999","₹9,499",13% off,3.7,4 GB RAM | 128 GB ROM 16.55 cm (6.517 inch) Display 50MP Rear Camera | 2MP Front Camera 5000 mAh Battery SC9863A1 Processor 1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase
"ASUS ZenFone Max M1 (Black, 32 GB)",N/A,"₹9,599",N/A,4.2,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 13.84 cm (5.45 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 4000 mAh Battery Qualcomm Snapdragon 430 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Nokia C22 (Charcoal, 64 GB)",N/A,"₹9,499",N/A,4.2,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery 1-year warranty
"Nokia C22 (Sand, 64 GB)","₹9,499","₹8,470",10% off,4.2,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery 1-year warranty
"Nokia C32 (Charcoal, 64 MB)","₹10,499","₹9,149",12% off,3.7,4 GB RAM | 64 MB ROM 16.56 cm (6.52 inch) Display 50MP Rear Camera 5000 mAh Battery 1-year warranty
"REDMI 12c (Lavender Purple, 64 GB)","₹13,999","₹9,588",31% off,4.2,4 GB RAM | 64 GB ROM 17.04 cm (6.71 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic Warranty 1Year For Handset And 6 Month For Accessories.
"Tecno Spark 10C (Meta Green, 8 GB)","₹12,499","₹9,935",20% off,4.1,128 GB RAM | 8 GB ROM 16.76 cm (6.6 inch) Display 16MP Rear Camera 5000 mAh Battery Domestic Warranty 1 Year For Hnadset And 6 Month For Accessories
"REDMI 12C (Royal Blue, 64 GB)","₹10,999","₹9,495",13% off,4.2,4 GB RAM | 64 GB ROM 17.04 cm (6.71 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic Warranty 1Year For Handset And 6 Month For Accessories.
"Nokia C32 (Mint, 128 GB)","₹10,999","₹9,990",9% off,3.7,4 GB RAM | 128 GB ROM 16.56 cm (6.52 inch) Display 50MP Rear Camera 5000 mAh Battery 1-year warranty
"Nokia C32 (Beach pink, 64 GB)","₹10,499","₹9,149",12% off,3.7,4 GB RAM | 64 GB ROM 16.56 cm (6.52 inch) Display 50MP Rear Camera 5000 mAh Battery 1-year warranty
"Nokia C12 pro (Dark Cyan, 64 GB)","₹9,199","₹8,599",6% off,4.3,3 GB RAM | 64 GB ROM 16.0 cm (6.3 inch) Display 8MP Rear Camera 4000 mAh Battery One year replacement guarantee
"Nokia C12 Pro (Charcoal, 64 GB)","₹9,199","₹8,599",6% off,4.3,3 GB RAM | 64 GB ROM 16.0 cm (6.3 inch) Display 8MP Rear Camera 4000 mAh Battery 1 Year Replacement Warranty for Handset and 6 Months Warranty for Accessories
"Nokia C22 (Purple, 64 GB)","₹9,499","₹8,475",10% off,4.2,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery 1-year warranty
"LG K7i (Brown, 16 GB)",N/A,"₹9,990",N/A,3.9,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB 12.7 cm (5 inch) FWVGA Display 8MP Rear Camera | 5MP Front Camera 2500 mAh Li-ion Battery Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"vivo Y3s (Starry Blue, 32 GB)","₹11,990","₹9,990",16% off,4.3,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.54 cm (6.51 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Li-ion Battery Mediatek Helio P35 Processor 1 Year for Device & 6 months for In-box accessories
"Infinix Hot 8 (Cosmic Purple, 64 GB)",N/A,"₹9,999",N/A,4.5,4 GB RAM | 64 GB ROM 16.56 cm (6.52 inch) HD+ Display 13MP + 2MP + Low Light Sensor | 8MP Front Camera 5000 mAh Li-ion Polymer Battery Helio P22 (MTK6762) Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A12 (Black, 32 GB)","₹10,990","₹9,990",9% off,4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.8 cm (6.22 inch) HD+ Display 13MP + 2MP | 5MP Front Camera 4230 mAh Battery MediaTek Helio P35 Processor Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"realme 2 (Diamond Red, 32 GB)",N/A,"₹9,990",N/A,4.5,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.75 cm (6.2 inch) HD+ Display 13MP + 2MP | 8MP Front Camera 4230 mAh Li-ion Battery Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Lenovo K6 Power (Silver, 32 GB)",N/A,"₹9,999",N/A,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB 12.7 cm (5 inch) Full HD Display 13MP Rear Camera | 8MP Front Camera 4000 mAh Li-Polymer Battery Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Lenovo K6 Power (dark gold, 32 GB)",N/A,"₹9,999",N/A,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB 12.7 cm (5 inch) Full HD Display 13MP Rear Camera | 8MP Front Camera 4000 mAh Li-Polymer Battery Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Lenovo K6 Power (Grey/Dark Grey, 32 GB)",N/A,"₹9,999",N/A,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB 12.7 cm (5 inch) Full HD Display 13MP Rear Camera | 8MP Front Camera 4000 mAh Li-Polymer Battery Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"vivo Y12s (Phantom Black, 32 GB)",N/A,"₹9,990",N/A,4.3,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.54 cm (6.51 inch) HD+ Display 13MP + 2MP | 8MP Front Camera 5000 mAh Li-ion Battery Snapdragon 439 Processor 1 Year for Handset and 6 Months for In-box Accessories
"vivo Y12s (Glacier Blue, 32 GB)",N/A,"₹9,990",N/A,4.3,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.54 cm (6.51 inch) HD+ Display 13MP + 2MP | 8MP Front Camera 5000 mAh Li-ion Battery Snapdragon 439 Processor 1 Year for Handset and 6 Months for In-box Accessories
"REDMI 12C (Matte Black, 64 GB)","₹12,990","₹9,670",25% off,4.2,4 GB RAM | 64 GB ROM 17.04 cm (6.71 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic Warranty 1Year For Handset And 6 Month For Accessories.
"REDMI 12C (Lavender Purple, 64 GB)","₹13,999","₹9,448",32% off,4.2,4 GB RAM | 64 GB ROM 17.04 cm (6.71 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic warranty of 12 months on phone & 6 months on accessories
"Nokia C32 (Beach pink, 128 GB)","₹10,999","₹9,997",9% off,3.7,4 GB RAM | 128 GB ROM 16.56 cm (6.52 inch) Display 50MP Rear Camera 5000 mAh Battery 1-year warranty
"realme 3 (Dynamic Black, 64 GB)","₹11,999","₹9,499",20% off,4.5,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB 15.8 cm (6.22 inch) HD+ Display 13MP + 2MP | 13MP Front Camera 4230 mAh Battery MediaTek Helio P70 Octa Core 2.1 GHz AI Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"realme 2 (Diamond Black, 32 GB)",N/A,"₹9,990",N/A,4.5,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.75 cm (6.2 inch) HD+ Display 13MP + 2MP | 8MP Front Camera 4230 mAh Li-ion Battery Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Nokia C12 pro (Charcoal, 64 GB)","₹9,199","₹8,399",8% off,3.9,4 GB RAM | 64 GB ROM 16.0 cm (6.3 inch) Display 8MP Rear Camera 4000 mAh Battery 1 year replacement guarantee
"I Kall S1 Plus With 6GB Virtual RAM (Purple, 128 GB)","₹11,999","₹9,999",16% off,3.6,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 17.27 cm (6.8 inch) HD+ Display 13MP + 5MP + 2MP | 8MP Front Camera 6000 mAh Battery Octa Core Processor 1 Year Domestic Warranty
"POCO C55 (Cool Blue, 64 GB)","₹11,999","₹8,499",29% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 17.04 cm (6.71 inch) HD+ Display 50MP Dual Rear Camera | 5MP Front Camera 5000 mAh Battery Mediatek Helio G85 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C55 (Power Black, 64 GB)","₹11,999","₹8,499",29% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 17.04 cm (6.71 inch) HD+ Display 50MP Dual Rear Camera | 5MP Front Camera 5000 mAh Battery Mediatek Helio G85 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Infinix HOT 30i (Marigold, 128 GB)","₹11,999","₹8,999",25% off,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP + AI Lens | 5MP Front Camera 5000 mAh Battery G37 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix HOT 30i (Diamond White, 128 GB)","₹11,999","₹8,999",25% off,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP + AI Lens | 5MP Front Camera 5000 mAh Battery G37 Processor 1 Year on Handset and 6 Months on Accessories
"POCO C55 (Forest Green, 64 GB)","₹11,999","₹8,499",29% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 17.04 cm (6.71 inch) HD+ Display 50MP Dual Rear Camera | 5MP Front Camera 5000 mAh Battery Mediatek Helio G85 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Infinix HOT 30i (Glacier Blue, 128 GB)","₹11,999","₹8,999",25% off,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP + AI Lens | 5MP Front Camera 5000 mAh Battery G37 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix HOT 30i (Mirror Black, 128 GB)","₹11,999","₹8,999",25% off,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP + AI Lens | 5MP Front Camera 5000 mAh Battery G37 Processor 1 Year on Handset and 6 Months on Accessories
"vivo Y01A (Sapphire Blue, 32 GB)","₹12,999","₹9,999",23% off,4.1,2 GB RAM | 32 GB ROM 16.54 cm (6.51 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery Mediatek Helio P35 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix Hot 10 Play (Aegean Blue, 64 GB)","₹10,999","₹9,499",13% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 17.32 cm (6.82 inch) HD+ Display 13MP + Depth Sensor | 8MP Front Camera 6000 mAh Li-ion Polymer Battery MediaTek Helio G35 Processor 1 Year on Handset and 6 Months on Accessories
"itel S23 (Chrome Silver, 128 GB)","₹12,999","₹9,499",26% off,N/A,8 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year For Hand Set 6 Months For Accessories
"vivo Y11 (Agate Red, 32 GB)",N/A,"₹9,990",N/A,4.4,3 GB RAM | 32 GB ROM 16.13 cm (6.35 inch) HD+ Display 13MP + 2MP | 8MP Front Camera 5000 mAh Battery SDM439 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"POCO M5 (Icy Blue, 64 GB)","₹15,999","₹8,499",46% off,4.1,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G99 Processor 1 Year for Handset, 6 Months for Accessories"
"POCO M5 (Power Black, 64 GB)","₹15,999","₹8,499",46% off,4.1,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G99 Processor 1 Year for Handset, 6 Months for Accessories"
"POCO M5 (Yellow, 64 GB)","₹15,999","₹8,499",46% off,4.1,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G99 Processor 1 Year for Handset, 6 Months for Accessories"
"MOTOROLA e32 (Eco Black, 64 GB)","₹11,999","₹7,999",33% off,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Mediatek Helio G37 Processor 1 Year on Handset and 6 Months on Accessories
"REDMI A1+ (Light Green, 32 GB)","₹10,999","₹6,599",40% off,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.56 cm (6.52 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"SAMSUNG Galaxy M04 (Light Green, 64 GB)","₹11,999","₹7,944",33% off,4.1,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) HD+ Display 13MP + 2MP | 5MP Front Camera 5000 mAh Battery MediaTek Helio P35 Processor 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"SAMSUNG Galaxy F04 (Jade Purple, 64 GB)","₹11,499","₹8,499",26% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD Display 13MP + 2MP | 5MP Front Camera 5000 mAh Lithium-Ion Battery Mediatek Helio P35 Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"POCO C31 (Royal Blue, 32 GB)","₹10,999","₹6,499",40% off,4.3,"3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.59 cm (6.53 inch) HD+ Display 13MP + 2MP + 2MP | 5MP Front Camera 5000 mAh Lithium-ion Polymer Battery MediaTek Helio G35 Processor 1 Year Warranty for Handset, 6 Months for Accessories"
"MOTOROLA e40 (Carbon Gray, 64 GB)","₹10,999","₹8,999",18% off,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 48MP + 2MP + 2MP | 8MP Front Camera 5000 mAh Battery UNISOC T700 Processor 1 Year on Handset and 6 Months on Accessories
"realme C31 (Dark Green, 32 GB)","₹10,999","₹8,049",26% off,4.5,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.56 cm (6.52 inch) HD Display 13MP + 2MP + 0.3MP | 5MP Front Camera 5000 mAh Battery Unisoc T612 Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Infinix Hot 12 (Turquoise Cyan, 64 GB)","₹12,999","₹8,999",30% off,4.2,4 GB RAM | 64 GB ROM 17.32 cm (6.82 inch) HD+ Display 50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera 6000 mAh Lithium-ion Polymer Battery Meditek Helio G37 Processor 1 Year on Handset and 6 Months on Accessories
"realme C31 (Light Silver, 32 GB)","₹10,999","₹8,049",26% off,4.5,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.56 cm (6.52 inch) HD Display 13MP + 2MP + 0.3MP | 5MP Front Camera 5000 mAh Battery Unisoc T612 Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Infinix Hot 12 (7° Purple, 64 GB)","₹12,999","₹8,999",30% off,4.2,4 GB RAM | 64 GB ROM 17.32 cm (6.82 inch) HD+ Display 50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera 6000 mAh Lithium-ion Polymer Battery Meditek Helio G37 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix Hot 12 (Polar Black, 64 GB)","₹12,999","₹8,999",30% off,4.2,4 GB RAM | 64 GB ROM 17.32 cm (6.82 inch) HD+ Display 50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera 6000 mAh Lithium-ion Polymer Battery Meditek Helio G37 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix Hot 12 (Exploratory Blue, 64 GB)","₹12,999","₹8,999",30% off,4.2,4 GB RAM | 64 GB ROM 17.32 cm (6.82 inch) HD+ Display 50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera 6000 mAh Lithium-ion Polymer Battery Meditek Helio G37 Processor 1 Year on Handset and 6 Months on Accessories
"itel P40 (Dreamy Blue, 64 GB)","₹8,899","₹7,320",17% off,4.2,"4 GB RAM | 64 GB ROM 16.76 cm (6.6 inch) Display 13MP Rear Camera 6000 mAh Battery One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories"
